"","artist","song","text","Carolina","Laura"
"69","Coldplay","Paradise","When she was just a girl she expected the world  
But it flew away from her reach  
So she ran away in her sleep and dreamed of  
Para-para-paradise, para-para-paradise, para-para-paradise  
Every time she closed her eyes  
  
When she was just a girl she expected the world  
But it flew away from her reach and the bullets catch in her teeth  
Life goes on, it gets so heavy  
The wheel breaks the butterfly every tear a waterfall  
In the night the stormy night she'll close her eyes  
In the night the stormy night away she'd fly  
  
And dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh)  
  
She'd dream of para-para-paradise  
Para-para-paradise  
Para-para-paradise  
  
(Oh oh oh oh oh, oh-oh-oh-oh)  
  
La-la-la-la-la-la-la  
La-la-la-la-la-la-la-la-la-la  
And so lying underneath those stormy skies  
She'd say, ""Oh, oh, oh, oh, oh, oh  
I know the sun must set to rise""  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh oh oh oh oh oh, oh, oh  
  
This could be para-para-paradise  
Para-para-paradise  
  
This could be para-para-paradise  
Oh, oh, oh, oh, oh, oh, oh, oh, oh

",FALSE,TRUE
"70","Coldplay","Princess Of China","Once upon a time somebody ran  
Somebody ran away saying, ""Fast as I can""  
I got to go  
I got to go  
  
Once upon a time we fell apart  
You're holding in your hands  
The two halves of my heart  
Oh-oh, oh-oh-oh  
  
Once upon a time we're burning bright  
That all we ever seemed to do is fight  
On and on  
And on and on and on  
  
Once upon a time on the same side  
Once upon a time on the same side  
In the same game, now why'd you have to go  
Have to go and throw it all in my flame  
  
Could've been a princess, you'd be a king  
Could have had a castle and worn a ring  
But no, you let me go  
  
I could've been a princess, you'd be a king  
Could have had a castle and worn a ring,  
But no, you let me go  
  
Stole my star  
La-la-la-la-la-la, la-la-la-la-la-la  
La-la-la-la-la  
You stole my star  
La-la-la-la-la-la  
  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh you really hurt me  
'Cause you really hurt me  
Oh-oh, you really hurt me  
'Cause you really hurt me  
You really hurt me

",FALSE,TRUE
"71","Coldplay","Speed Of Sound","How long before I get in?  
Before it starts, before I begin?  
How long before you decide?  
Before I know what it feels like?  
Where To, where do I go?  
If you never try, then you'll never know  
How long do I have to climb,  
Up on the side of this mountain of mine?  
  
Look up, I look up at night  
Planets are moving at the speed of light  
Climb up, up in the trees  
Every chance that you get  
Is a chance you seize  
How long am I gonna stand  
With my head stuck under the sand?  
I'll start before I can stop  
Before I see things the right way up  
  
All that noise, and all that sound  
All those places I have found  
And birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand?  
  
Ideas that you'll never find  
All the inventors could never design  
The buildings that you put up  
Japan and China all lit up  
The sign that I couldn't read  
Or a light that I couldn't see  
Some things you have to believe  
But others are puzzles, puzzling me  
  
All that noise, and all that sound  
All those places I have found  
And birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand  
Ah when you see it then you'll understand?  
  
All those signs, I knew what they meant  
Some things you can invent  
Some get made, and some get sent  
Oh  
Birds go flying at the speed of sound  
To show you how it all began  
Birds came flying from the underground  
If you could see it then you'd understand  
Ah, when you see it then you'll understand?

",FALSE,TRUE
"72","Coldplay","Swallowed In The Sea","You cut me down a tree  
And brought it back to me  
And that's what made me see  
Where I was going wrong  
You put me on a shelf  
And kept me for yourself  
I can only blame myself  
You can only blame me  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong to me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
Or swallowed in the sea  
  
You put me on a line  
And hung me out to dry  
And darling that's when I  
Decided to go to sea  
  
You cut me down to size  
And opened up my eyes  
Made me realize  
What I could not see  
  
And I could write a book  
The one they'll say that shook  
The world, and then it took  
It took it back from me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
And you'll come back to me  
Not swallowed in the sea  
  
Ooh  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong with me  
  
The streets you're walking on  
A thousand houses long  
Well, that's where I belong  
And you belong with me  
  
Oh what good is it to live  
With nothing left to give  
Forget but not forgive  
Not loving all you see  
  
Oh the streets you're walking on  
A thousand houses long  
Well that's where I belong  
And you belong with me  
Not swallowed in the sea  
  
You belong with me  
Not swallowed in the sea  
Yeah, you belong with me  
Not swallowed in the sea

",TRUE,FALSE
"73","Coldplay","Talk","Oh brother, I can't, I can't get through  
I've been trying hard to reach you 'cause I don' know what to do  
Oh brother, I can't believe it's true  
I'm so scared about the future, and I wanna talk to you  
Oh, I wanna talk to you  
  
You can take a picture of something you see  
In the future where will I be?  
You can climb a ladder up to the sun  
Or a write a song nobody has sung  
Or do something that's never been done  
  
Are you lost or incomplete?  
Do you feel like a puzzle, you can't find your missing piece?  
Tell me, how do you feel?  
Well, I feel like they're talking in a language I don't speak  
And they're talking it to me  
  
So you take a picture of something you see  
In the future where will I be?  
You can climb a ladder up to the sun  
Or write a song nobody has sung  
Or do something that's never been done  
Or do something that's never been done  
  
So you don't know where you're going and you wanna talk  
And you feel like you're going where you've been before  
You tell anyone who'll listen, but you feel ignored  
Nothing's really making any sense at all, let's talk  
Let's talk, let's talk, let's talk

",TRUE,FALSE
"74","Coldplay","The Hardest Part","And the hardest part  
Was letting go, not taking part  
Was the hardest part  
  
And the strangest thing  
Was waiting for that bell to ring  
It was the strangest start  
  
I could feel it go down  
Bittersweet I could taste in my mouth  
Silver lining the cloud  
Oh and I  
I wish that I could work it out  
  
And the hardest part  
Was letting go, not taking part  
You really broke my heart  
  
And I tried to sing  
But I couldn't think of anything  
And that was the hardest part  
  
I could feel it go down  
You left the sweetest taste in my mouth  
You're silver lining the clouds  
Oh and I  
Oh and I  
I wonder what it's all about  
I wonder what it's all about  
  
Everything I know is wrong  
Everything I do, it's just comes undone  
And everything is torn apart  
  
Oh and it's the part  
That's the hardest part  
Yeah that's the hardest part  
That's the hardest part

",TRUE,FALSE
"75","Coldplay","Us Against The World","Oh morning come bursting, the clouds amen  
Lift off this blindfold, let me see again  
Bring back the water, let your ships roll in  
In my heart she left a hole  
  
The tightrope that I'm walking just sways and ties  
The devil as he's talking with those angel's eyes  
And I just want to be there when the lightning strikes  
And the saints go marching in  
  
And sing slow it down  
Through chaos as it swirls  
It's us against the world  
  
Like a river to a raindrop, I lost a friend  
My drunken as a Daniel in a lion's den  
And tonight I know it all has to begin again  
So whatever you do, don't let go  
  
And if we could float away  
Fly up to the surface and just start again  
And lift off before trouble  
Just erodes us in the rain  
  
Just erodes us in the rain  
Just erodes us and see roses  
In the rain  
  
Sing slow it down  
Slow it down  
  
Through chaos as it swirls  
It's us against the world  
Through chaos as it swirls  
It's us against the world

",TRUE,FALSE
"76","Coldplay","Violet Hill","Was a long and dark December  
From the rooftops I remember  
There was snow  
White snow  
  
Clearly I remember  
From the windows they were watching  
While we froze down below  
  
When the future's architectured  
By a carnival of idiots on show  
You'd better lie low  
  
[Chorus]  
If you love me  
Won't you let me know?  
  
Was a long and dark December  
When the banks became cathedrals  
And the fox  
Became God  
  
Priests clutched onto bibles  
Hollowed out to fit their rifles  
And the cross was held aloft  
  
Bury me in armour  
When I'm dead and hit the ground  
My nerves are poles that unfold  
  
[Chorus]  
  
I don't want to be a soldier  
With the captain of some sinking ship  
Would stow, far below  
  
So if you love me  
Why'd you let me go?  
  
I took my love down to violet hill  
There we sat in snow  
All the time she was silent and still  
  
[Chorus: x2]

",TRUE,FALSE
"77","Coldplay","Viva La Vida","I used to rule the world  
Seas would rise when I gave the word  
Now in the morning, I sleep alone  
Sweep the streets I used to own  
  
I used to roll the dice  
Feel the fear in my enemy's eyes  
Listen as the crowd would sing  
""Now the old king is dead! Long live the king!""  
  
One minute I held the key  
Next the walls were closed on me  
And I discovered that my castles stand  
Upon pillars of salt and pillars of sand  
  
I hear Jerusalem bells are ringing  
Roman Cavalry choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
Once you go there was never, never an honest word  
That was when I ruled the world  
  
It was a wicked and wild wind  
Blew down the doors to let me in  
Shattered windows and the sound of drums  
People couldn't believe what I'd become  
  
Revolutionaries wait  
For my head on a silver plate  
Just a puppet on a lonely string  
Oh who would ever want to be king?  
  
[Chorus]  
I hear Jerusalem bells are ringing  
Roman Calvary choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
I know Saint Peter won't call my name  
Never rule this world  
But that was when I ruled the world  
  
Oh, oh, oh, oh, oh  
  
[Chorus]

",FALSE,TRUE
"78","Coldplay","Warning Sign","A warning sign  
I missed the good part, then I realized  
I started looking and the bubble burst  
I started looking for excuses  
Come on in  
I've gotta tell you what a state I'm in  
I've gotta tell you in my loudest tones  
That I started looking for a warning sign  
  
When the truth is  
I miss you  
Yeah the truth is  
That I miss you so  
  
A warning sign  
It came back to haunt me, and I realized  
That you were an island and I passed you by  
When you were an island to discover  
Come on in  
I've gotta tell you what a state I'm in  
I've gotta tell you in my loudest tones  
That I started looking for a warning sign  
  
When the truth is  
I miss you  
Yeah the truth is  
I miss you so  
And I'm tired  
I should not have let you go  
  
Oooooooo  
  
So I crawl back into your open arms  
Yes I crawl back into your open arms  
And I crawl back into your open arms  
Yes I crawl back into your open arms

",TRUE,FALSE
"79","Coldplay","What If","What if there was no lie  
Nothing wrong, nothing right  
What if there was no time  
And no reason, or rhyme  
What if you should decide  
That you don't want me there by your side  
That you don't want me there in your life  
  
What if I got it wrong  
And no poem or song  
Could put right what I got wrong  
Or make you feel I belong  
  
What if you should decide  
That you don't want me there by your side  
That you don't want me there in you life  
  
Oooooooh that's right  
Lets take a breath try to put it aside  
Ooooooh that's right  
How can you know it if you don't even try  
Ooooooh that's right  
  
Every step that you take  
Could be your biggest mistake  
It could bend or it could break  
That's the risk that you take  
  
What if you should decide  
That you don't want me there in your life  
That you don't want me there by your side  
  
Oooooooh that's right  
Lets take a breath try to put it aside  
Ooooooh that's right  
How can you know when you don't even try  
Ooooooh that's right

",TRUE,FALSE
"80","Coldplay","Yellow","Look at the stars  
Look how they shine for you  
And everything you do  
Yeah they were all yellow  
  
I came along  
I wrote a song for you  
And all the things you do  
And it was called yellow  
  
So then I took my turn  
Oh what a thing to have done  
And it was all yellow  
  
Your skin  
Oh yeah your skin and bones  
Turn into something beautiful  
You know you know I love you so  
You know I love you so  
  
I swam across  
I jumped across for you  
Oh what a thing to do  
  
Cause you were all yellow  
I drew a line  
I drew a line for you  
Oh what a thing to do  
And it was all yellow  
  
Your skin  
Oh yeah your skin and bones  
Turn into something beautiful  
And you know  
For you I'd bleed myself dry  
For you I'd bleed myself dry  
  
It's true  
Look how they shine for you  
Look how they shine for you  
Look how they shine for  
Look how they shine for you  
Look how they shine for you  
Look how they shine  
  
Look at the stars  
Look how they shine for you  
And all the things that you do

",FALSE,TRUE
"81","David Bowie","Comfortably Numb","Hello,  
Is there anybody in there  
Just nod if you can hear me  
Is there anyone home?  
Come on, now  
I hear you're feeling down  
I can ease your pain  
Get you on your feet again  
Relax  
I'll need some information first  
Just the basic facts  
Can you show me where it hurts?  
  
There is no pain, you are receding  
A distant ship's smoke on the horizon  
You are only coming through in waves  
Your lips move but I can't hear what you're saying  
When I was a child I had a fever  
My hands felt just like two balloons  
Now I've got that feeling once again  
I can't explain, you would not understand  
This is not how I am  
I have become comfortably numb  
  
O. K.  
Just a little pin prick  
There'll be no more aaaaaaaah!  
But you may feel a little sick  
Can you stand up?  
I do believe it's working, good  
That'll keep you going through the show  
Come on it's time to go.  
  
There is no pain, you are receding  
A distant ship's smoke on the horizon  
You are only coming through in waves  
Your lips move but I can't hear what you're saying  
When I was a child  
I caught a fleeting glimpse  
Out of the corner of my eye  
I turned to look, but it was gone  
I cannot put my finger on it now  
The child is grown  
The dream is gone  
I have become comfortably numb.

",TRUE,FALSE
"82","David Bowie","Life On Mars?","It's a God-awful small affair  
To the girl with the mousy hair  
But her mummy is yelling ""No""  
And her daddy has told her to go  
  
But her friend is nowhere to be seen  
Now she walks through her sunken dream  
To the seat with the clearest view  
And she's hooked to the silver screen  
  
But the film is a saddening bore  
For she's lived it ten times or more  
She could spit in the eyes of fools  
As they ask her to focus on  
  
Sailors fighting in the dance hall  
Oh man! Look at those cavemen go  
It's the freakiest show  
Take a look at the Lawman  
Beating up the wrong guy  
Oh man! Wonder if he'll ever know  
He's in the best selling show  
Is there life on Mars?  
  
It's on America's tortured brow  
That Mickey Mouse has grown up a cow  
Now the workers have struck for fame  
'Cause Lennon's on sale again  
See the mice in their million hordes  
From Ibiza to the Norfolk Broads  
Rule Britannia is out of bounds  
To my mother, my dog, and clowns  
But the film is a saddening bore  
'Cause I wrote it ten times or more  
It's about to be writ again  
As I ask you to focus on  
  
Sailors fighting in the dance hall  
Oh man! Look at those cavemen go  
It's the freakiest show  
Take a look at the Lawman  
Beating up the wrong guy  
Oh man! Wonder if he'll ever know  
He's in the best selling show  
Is there life on Mars?

",TRUE,FALSE
"83","Deep Purple","House Of Pain","Have you ever had a woman that could make you crazy  
Have you ever had a woman that could drive you mad  
Have you ever had a woman give you so much trouble  
And the best lovin' you ever had  
  
My friends all say I'm losing it big time  
But I know where I've got to go  
I'm going back there again  
I'm going back there again  
I'm going back there again  
Back to the house of pain  
  
Have you ever had a rock that just keeps on rollin'  
Have you ever seen a train comin' down the track  
Have you ever jumped into the cold, cold never  
And know there's no turning back  
  
My friends all say I'm crazy, baby  
But I know where I've got to go  
I'm going back there again  
I'm going back there again  
I'm going home  
Back to the house of pain  
  
Have you ever had a weight that was much too heavy  
Have you ever had a burden that was yours alone  
Have you ever spent a night when you keep on waiting  
Staring at the telephone  
  
My friends all say I'm crazy, baby  
But I know where I've got to go  
I'm going back there again  
I'm going back there again  
I'm going back to my woman  
Back to the house of pain  
Then I run away  
  
My friends all say I'm losing it big time  
But I know where I've got to go  
I'm going back there again  
I'm going back there again  
I'm going back there again  
Back to the house of pain  
  
You'll always be my inspiration  
I love you from afar

",FALSE,FALSE
"84","Devo","Gut Feeling","Something about the way you taste  
Makes me want to clear my throat  
There's a message to your movements  
That really gets my goat  
I looked for sniffy linings  
But you're rotten to the core  
I've had just about all I can take  
You know I can't take it no more  
Got a gut feeling  
Centered 'round long time ago  
On your ability to torment  
Then you took your tongs of love  
And stripped away my garment  
Got a gut feeling  
Slap your mammy down  
Slap your pappy down again  
Oh move it up and down now  
Oh move it all around now

",FALSE,FALSE
"85","Don Henley","Victem Of Love","What kind of love have you got?  
You should be home, but you're not  
A room full of noise and dangerous boys  
Still makes you thirsty and hot  
I heard about you and that man  
There's just one thing I don't understand  
You say he's a liar and he put out  
Your fire  
How come you still got his gun in your hand?  
Victim of love, I see a broken heart  
You got your stories to tell  
Victim of love, it's such an easy part  
And you know how to play it so well  
  
Some people never come clean  
I think you know what I mean  
You're walkin' the wire, pain and desire  
Looking for love in between  
  
Tell me your secrets, I'll tell you mine  
This ain't no time to be cool  
And tell all your girlfriends,  
You ""been around the world"" friends  
That talk is for losers and fools  
  
Victim of love, I see a broken heart  
I could be wrong, but I'm not  
Victim of love, we're not so far apart  
Show me, what kind of love have you got?  
  
Victim of love, you're just a victim of love  
I could be wrong, but I'm not  
Victim of love, now you're a victim of love  
What kind of love have you got?  
What kind of love have you got?  
What kind of love have you got?

",FALSE,FALSE
"86","Donna Summer","A Runner With The Pack","He's got a second side he's got sixth sense  
He got everything  
He got what it takes  
He got what it makes to be everyhting  
  
Seems to know all there is to know  
I took him there  
He steals the show  
He's so astute he's so acute he's gold sure he is  
  
He's eloquent he's intelligent and benevolent  
He's the epitome of ability with his expertise  
He's versatile with a lot of style  
He'd mess my heart every time he'd smile  
  
So unpretensious a warm and gentle soul  
A runner with the pack, no he's not like that  
A runner with the pack, no he's not like that  
Cause he's inventive, attentive, protective, selective  
  
Perceptive, receptive, affective, reflective  
A runner with the pack, no he'd never do that  
He got tolerance he got confidence he's significant  
And he's a connoisseur and a social stir he's magnificent  
  
So fair and square he reciprocates  
And every way he stimulates  
His quality of voracity is great  
  
A runner with the pack, no he's not like that  
A runner with the pack, no he's not like that  
Cause he's inventive, attentive, protective, selective  
Perceptive, receptive, effective, reflective  
  
(You know the he's)  
A runner with the pack, no he'd never do that

",FALSE,FALSE
"87","Doors","Love Street","She lives on Love Street  
Lingers long on Love Street  
She has a house and garden  
I would like to see what happens  
She has robes and she has monkeys  
Lazy diamond studded flunkies  
  
She has wisdom and knows what to do  
She has me and she has you  
She has wisdom and knows what to do  
She has me and she has you  
  
I see you live on Love Street  
There's this store where the creatures meet  
I wonder what they do in there  
Summer Sunday and a year  
  
I guess I like it fine, so far  
She lives on Love Street  
Lingers long on Love Street  
She has a house and garden  
I would like to see what happens  
  
La, la, la, la, la, la, la, La, la, la, la, la, la, la  
La, la, la, la, la, la, la, La, la, la, la, la, la, la

",FALSE,FALSE
"88","Drake","Gonorrhea","[Verse 1]  
I am not a human, shout to all my moon men  
Yeah they call me Tune, got them bitches tuned in  
It's a crazy world, so I stay in mine  
And niggas don't cross the line, niggas stay in line  
Like welfare, I stay elsewhere  
Hotter than a devil? Nigga, hell yeah  
Rock-a-bye baby, homicide baby  
That's more tear drops, call me cry baby  
What you talking bout? Tell it to my 9  
Cut your tongue out, mail it to your moms  
I'm a young God, swagger unflawed  
Bitch, I'm in the building, you in the front yard  
Life's a bitch, naw, better yet a dumb broad  
And I bet I can fuck the world and make it cum hard  
Yeah, you boys is washed up  
And I'm shitting on em like two girls and one cup  
Weezy Baby aka Bring The Money Home  
Pull out the AK and pop you in your funny bone  
Laugh now, die later muthafucka  
You's a bitch like Zeta Phi Beta muthafucka  
  
[Hook]  
Yeah, I call it how I see you  
I wish I never met you, I wouldn't wanna be you  
Pussy ass nigga, I don't want your gonorrhea  
Pussy ass nigga, I don't want your gonorrhea  
  
[Verse 2]  
Man I'm so tired of balling, I sleep a lot now  
I'll let my goons rush you like Moscow  
Gun at your eyebrow, pow pow  
Man I ball hard even with five fouls  
Yeah, we in this bitch like tampons  
Dump you in the woods, now get your camp on  
Chokehold around this shit cause I'm so hands-on  
I get high as fuck and Polo sheets is what I lands on  
Back against the wall, my two feet is what I stand on  
Diva in the room, she blowing me just like a band horn  
Got her on her knees, the same knees that she be praying on  
Now she just text her girlfriend with a capital, ""You can join""  
Yeah, what y'all wanna do? I'm all ears  
Smoking on that headband, call that shit Paul Pierce  
I'm just so ahead of my time like dog years  
Balled like Solange, India Arie, Britney Spears  
  
[Hook]  
  
[Verse 3, Drake]  
I am spending much more than I'm making  
On these cars and these vacations, is that too much information?  
I just bought a Lamborghini, I'm not even into racing  
With a windshield full of tickets cause I live right by the station  
I am trying to figure out why you so mad at me  
Yes, I'm with Young Money, tell the magazine stop asking me  
I be with the dread with the tattoos on his head  
And a flag the color red like a fucking low battery  
(Okay) Nigga peep the shit I'm wyling on  
I be with your baby mama, you be with your child at home  
Big Mo, Big Red, two cups made of styrofoam  
Big cheese big bread call that shit a calzone  
(Okay) I will break your fucking collar bone  
Us against the world, better pick which fucking side you on  
Wayne got a Bugatti that he steady putting mileage on  
And we about to kill em, C4, Mr. Carter's home  
  
[Outro]  
Yeah, I call it how I see you  
I wish I never met you, I wouldn't wanna be you  
We some asshole niggas, call us diarrhea  
The money keep growing, yep, it's growing like a Chia  
Yeah, I call it how I see it  
Y'all some pussy ass niggas, we should call you gonorrhea  
You keep talking that shit, I'ma see you  
Kill your senorita and and your fucking Mama Mia

",FALSE,FALSE
"89","Drake","Wednesday Night Interlude","[Verse 1]  
Been a minute since we've slept together  
Gotta get myself together  
I've been thinkin' about everything  
I don't know if it's because I'm lonely  
Lonely on a Wednesday night  
Girl I'm lonely  
I'll admit it if you just keep quiet  
Girl I'm lonely  
That shit ain't my fault girl  
Cause I'm lonely  
Name another woman, ain't no other woman who should come for me  
When I'm lonely  
Mix the Remy, little bit of Henny  
I'm running on empty, I'm lonely  
When I'm lonely, when I'm lonely  
  
[Verse 2]  
Heard you spend your summers in Miami  
At somebody's house  
That you didn't buy  
You're young so have fun girl  
I hope it's worth it  
Cause fuck it I'm not here to judge  
Fuck it I'm not here to love  
Everything you did to ball  
Fuck it, I'm just glad that you called  
Ring ring ring, what a thing  
Ring ring ring, school bell ring  
You and I got options there  
Name another woman  
Ain't no other woman that should come for me when I'm lonely  
When I'm lonely  
Mix the Remy with a little bit of Henny  
I'm running on empty, I'm lonely  
When I'm lonely, when I'm lonely  
This shit ain't my fault

",FALSE,FALSE
"90","Ed Sheeran","Give Me Love","Give me love like her,  
'Cause lately I've been waking up alone,  
Paint splattered teardrops on my shirt,  
Told you I'd let them go,  
And that I'll fight my corner,  
Maybe tonight I'll call ya,  
After my blood turns into alcohol,  
No, I just wanna hold ya.  
  
Give a little time to me or burn this out,  
We'll play hide and seek to turn this around,  
All I want is the taste that your lips allow,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love.  
  
Give me love like never before,  
'Cause lately I've been craving more,  
And it's been a while but I still feel the same,  
Maybe I should let you go,  
You know I'll fight my corner,  
And that tonight I'll call ya,  
After my blood is drowning in alcohol,  
No I just wanna hold ya.  
  
Give a little time to me or burn this out,  
We'll play hide and seek to turn this around,  
All I want is the taste that your lips allow,  
My, my, my, my, oh give me love,  
Give a little time to me, or burn this out,  
We'll play hide and seek to turn this around,  
All I want is the taste that your lips allow,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My my, my, my, oh give me love.  
  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover.  
  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover,  
M-my my, m-my my, m-my my, give me love, lover (love me, love me, love me).  
  
M-my my, m-my my, m-my my, give me love, lover (give me love),  
M-my my, m-my my, m-my my, give me love, lover (give me love),  
M-my my, m-my my, m-my my, give me love, lover (give me love, love me),  
M-my my, m-my my, m-my my, give me love, lover (give me love).  
  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love,  
My, my, my, my, oh give me love  
  
Of all the money that e'er I had  
I've spent it in good company  
And all the harm that e'er I've done  
Alas it was to none but me  
And all I've done for want of width  
To memory now I can't recall  
So fill to me the parting glass  
Good night and joy be with you all  
  
Of all the comrades that ever I had  
They are sorry for my going away  
And all the sweethearts that ever I had  
They would wish me one more day to stay  
But since it falls unto my lot  
That I should rise and you should not  
I'll gently rise and I'll softly call  
Good night and joy be with you all  
  
A man may drink and not be drunk  
A man may fight and not be slain  
A man may court a pretty girl  
And perhaps be welcomed back again  
But since it has so ought to be  
By a time to rise and a time to fall  
Come fill to me the parting glass  
Good night and joy be with you all  
Good night and joy be with you all

",TRUE,FALSE
"91","Ed Sheeran","I See Fire","Oh, misty eye of the mountain dewlow  
Keep careful watch of my brothers' souls  
And should the sky be filled with fire and smoke  
Keep watching over Durin's son  
  
If this is to end in fire  
Then we should all burn together  
Watch the flames climb high into the night  
Calling out father, oh, stand by and we will  
Watch the flames burn auburn on  
The mountain side  
  
And if we should die tonight  
Then we should all die together  
Raise a glass of wine for the last time  
Calling out father, oh  
Prepare as we will  
Watch the flames burn auburn over  
The mountain side  
  
Desolation comes upon the sky  
  
Now I see fire  
Inside the mountain  
I see fire  
Burning the trees  
And I see fire  
Hollowing souls  
I see fire  
Blood in the breeze  
And I hope that you remember me  
  
Oh, should my people fall in  
Surely I'll do the same  
Confined in mountain halls  
We got too close to the flame  
Calling out father  
Hold fast and we will  
Watch the flames burn auburn on  
The mountain side  
  
Desolation comes upon the sky  
  
Now I see burning babies  
Inside the mountain  
I see burning babies  
Hanging in the trees  
And I see burning babies  
Hollowing souls  
And I see burning babies  
Blood in the breeze  
And I hope that you remember me  
  
And if the babies are burning  
I will get myself a fork  
For if the dark returns then  
My brothers will come for dinner  
And as the sky is falling down  
It crashed into this party town  
And with that shadow upon the ground  
I hear my people screaming out  
  
Now I see burning babies  
Inside the mountain  
I see burning babies  
Hanging in the trees  
And I see burning babies  
Hollowing souls  
And I see burning babies  
Blood in the breeze  
  
I see fire (Oh you know I saw a city burning) (fire)  
And I see fire (Feel the heat upon my skin, yeah) (fire)  
And I see fire (Uh-uh-uh-uh) (fire)  
And I see fire burn auburn on the mountain side

",TRUE,FALSE
"92","Ed Sheeran","Kiss Me","Settle down with me  
Cover me up  
Cuddle me in  
  
Lie down with me  
And hold me in your arms  
  
And your heart's against my chest, your lips pressed in my neck  
I'm falling for your eyes, but they don't know me yet  
And I'm feeling I'll forget, I'm in love now  
  
Kiss me like you wanna be loved  
You wanna be loved  
You wanna be loved  
This feels like falling in love  
Falling in love  
Falling in love  
  
Settle down with me  
And I'll be your safety  
You'll be my lady  
  
I was made to keep your body warm  
But I'm cold as the wind blows so hold me in your arms  
  
Oh no  
My heart's against your chest, your lips pressed in my neck  
I'm falling for your eyes, but they don't know me yet  
And with this feeling I'll forget, I'm in love now  
  
Kiss me like you wanna be loved  
You wanna be loved  
You wanna be loved  
This feels like falling in love  
I'm falling in love  
Falling in love  
  
Yeah I've been feeling everything  
From hate to love  
From love to lust  
From lust to truth  
I guess that's how I know you  
So I hold you close to help you give it up  
  
So kiss me like you wanna be loved  
You wanna be loved  
You wanna be loved  
This feels like falling in love  
Falling in love  
Falling in love  
  
Kiss me like you wanna be loved  
You wanna be loved  
You wanna be loved  
This feels like falling in love  
Falling in love

",TRUE,FALSE
"93","Ed Sheeran","Lego House","I'm gonna pick up the pieces  
And build a Lego house  
When things go wrong we can knock it down  
  
My three words have two meanings  
There's one thing on my mind, it's all for you  
  
And it's dark in a cold December, but I've got ya to keep me warm  
And if you're broken I'll mend ya  
And keep you sheltered from the storm that's raging on now  
  
I'm out of touch, I'm out of love  
I'll pick you up when you're getting down  
And out of all these things I've done I think I love you better now  
  
I'm out of sight, I'm out of mind  
I'll do it all for you in time  
And out of all these things I've done I think I love you better now  
  
I'm gonna paint you by numbers and color you in  
If things go right we can frame it, and put you on a wall  
  
And it's so hard to say it but I've been here before  
And I'll surrender up my heart and swap it for yours  
  
I'm out of touch, I'm out of love  
I'll pick you up when you're getting down  
And out of all these things I've done I think I love you better now  
  
I'm out of sight, I'm out of mind, I'll do it all for you in time  
And out of all these things I've done I think I love you better now  
  
Don't hold me down,  
I think my braces are breaking and it's more than I can take  
  
And if it's dark in a cold December, but I've got ya to keep me warm  
And if you're broken I'll mend ya  
And keep you sheltered from the storm that's raging on now  
  
I'm out of touch, I'm out of love  
I'll pick you up when you're getting down  
And out of all these things I've done I think I love you better now  
  
I'm out of sight, I'm out of mind  
I'll do it all for you in time  
And out of all these things I've done I think I love you better now  
  
I'm out of touch, I'm out of love  
I'll pick you up when you're getting down  
And out of all these things I've done I think I love you better now

",TRUE,FALSE
